epoch,train_loss,train_acc,val_loss,val_acc,val_auc,val_ece,epoch_time_sec
1,0.5253677538318359,0.7483007646559049,0.3858296980384652,0.8377862595419847,0.914519661049224,0.0941959442073152,2.0319766998291016
2,0.26461449302827894,0.8912489379779099,0.15642987080771503,0.9484732824427481,0.9809197372179378,0.031375081676506406,2.2281665802001953
3,0.16725435238980396,0.9350042480883602,0.1572597935966408,0.9408396946564885,0.984004570122822,0.007179855999984657,2.0088508129119873
4,0.14705096241229149,0.9445624468988955,0.12109223861275738,0.9541984732824428,0.9888222412644007,0.02601647013016335,2.6612071990966797
5,0.14346976670655742,0.9458368734069669,0.1172490600098408,0.9580152671755725,0.9895458440445587,0.006216736132712707,1.9943616390228271
