latent_dim,variant,model,params,acc,auc,f1,precision,recall,specificity,ece
8,latent_only,ablation_latent_only_ld8,17442,0.8685897435897436,0.9250273942581635,0.9002433090024331,0.8564814814814815,0.9487179487179487,0.7350427350427351,0.05955079128631417
16,latent_random_projection,ablation_latent_random_projection_ld16,30274,0.8653846153846154,0.9245123822046899,0.8931297709923665,0.8863636363636364,0.9,0.8076923076923077,0.05163460306805337
32,latent_quantum_hybrid,ablation_latent_quantum_hybrid_ld32,56270,0.8541666666666666,0.9189842209072978,0.8915375446960667,0.8329621380846325,0.958974358974359,0.6794871794871795,0.06120801156458376
