epoch,train_loss,train_acc,val_loss,val_acc,val_auc,val_ece,epoch_time_sec
1,0.5698870102429451,0.7300339847068819,0.42148302870852344,0.7805343511450382,0.9289726744739598,0.1314691796557594,2.2525882720947266
2,0.2952007587141371,0.8840271877655055,0.16589643300034618,0.9465648854961832,0.9779110730267542,0.03394468209727573,2.2360689640045166
3,0.18911542968164588,0.9328802039082413,0.14364150763695477,0.9522900763358778,0.9863277158906979,0.022712947580366204,2.020000696182251
4,0.16225760482637783,0.9424384027187765,0.21409521632977113,0.898854961832061,0.9886127773017234,0.023607536162852258,2.1293985843658447
5,0.14721494110438818,0.9490229396771452,0.1240237315846536,0.9522900763358778,0.9884413976958965,0.017973603087989252,2.0375330448150635
