epoch,train_loss,train_acc,val_loss,val_acc,val_auc,val_ece,epoch_time_sec
1,0.43449320604260333,0.8022514868309261,0.19919815341024907,0.9370229007633588,0.9744644387317909,0.05466870122095076,4.878851413726807
2,0.16720697386926175,0.9326677994902294,0.13642528334646734,0.9522900763358778,0.9860992097495953,0.028939848410486413,4.462334871292114
3,0.1367384624384983,0.9447748513169074,0.11559309373886986,0.9580152671755725,0.9893363800818813,0.012588943002540296,3.952120065689087
4,0.126669162705528,0.9513593882752761,0.13532820139222473,0.9599236641221374,0.9880415119489669,0.023483568327553057,3.604301929473877
5,0.11615486121471393,0.9568819031435853,0.13080667492485684,0.9522900763358778,0.989488717509283,0.004795474791299485,4.009077787399292
