epoch,train_loss,train_acc,val_loss,val_acc,val_auc,val_ece,epoch_time_sec
1,0.585152723926959,0.7192013593882752,0.5162291051322268,0.7423664122137404,0.8576216319146911,0.14776615275226473,65.87897968292236
2,0.368003501513294,0.8385726423109601,0.2107890587271625,0.9217557251908397,0.9710178044368276,0.043275884509029694,67.71063613891602
3,0.2206955882787907,0.9201359388275276,0.1629801297574553,0.9484732824427481,0.9812815386080167,0.03916935994687941,69.16200375556946
